OS; CVE; PUBLIC_DATE; AUTHENTICATION; COMPLEXITY; VECTOR; CVSS; CWE; AVAILABILITY; CONFIDENTIALITY; INTEGRITY; SUMMARY;
MacOS; CVE-2018-4150; 2018-04-03 02:29:06.860000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11.3 is affected. macOS before 10.13.4 is affected. tvOS before 11.3 is affected. watchOS before 4.3 is affected. The issue involves the "Kernel" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.;
MacOS; CVE-2018-4144; 2018-04-03 02:29:06.593000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11.3 is affected. macOS before 10.13.4 is affected. iCloud before 7.4 on Windows is affected. iTunes before 12.7.4 on Windows is affected. tvOS before 11.3 is affected. watchOS before 4.3 is affected. The issue involves the "Security" component. A buffer overflow allows attackers to execute arbitrary code in a privileged context via a crafted app.;
MacOS; CVE-2018-4143; 2018-04-03 02:29:06.547000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11.3 is affected. macOS before 10.13.4 is affected. tvOS before 11.3 is affected. watchOS before 4.3 is affected. The issue involves the "Kernel" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.;
MacOS; CVE-2018-4142; 2018-04-03 02:29:06.453000; NONE; LOW; NETWORK; 5.0;CWE-20;PARTIAL;NONE;NONE;An issue was discovered in certain Apple products. iOS before 11.3 is affected. macOS before 10.13.4 is affected. tvOS before 11.3 is affected. watchOS before 4.3 is affected. The issue involves the "CoreText" component. It allows remote attackers to cause a denial of service (application crash) via a crafted string.;
MacOS; CVE-2018-4115; 2018-04-03 02:29:04.813000; NONE; LOW; NETWORK; 7.5;CWE-284;PARTIAL;PARTIAL;PARTIAL;An issue was discovered in certain Apple products. iOS before 11.3 is affected. macOS before 10.13.4 is affected. tvOS before 11.3 is affected. watchOS before 4.3 is affected. The issue involves CFPreferences in the "System Preferences" component. It allows attackers to bypass intended access restrictions by leveraging incorrect configuration-profile persistence.;
MacOS; CVE-2018-4104; 2018-04-03 02:29:04.157000; NONE; MEDIUM; NETWORK; 4.3;CWE-200;NONE;PARTIAL;NONE;An issue was discovered in certain Apple products. iOS before 11.3 is affected. macOS before 10.13.4 is affected. tvOS before 11.3 is affected. watchOS before 4.3 is affected. The issue involves the "Kernel" component. It allows attackers to bypass intended memory-read restrictions via a crafted app.;
MacOS; CVE-2018-4124; 2018-04-03 02:29:05.453000; NONE; LOW; NETWORK; 9.0;CWE-119;COMPLETE;PARTIAL;PARTIAL;An issue was discovered in certain Apple products. iOS before 11.2.6 is affected. macOS before 10.13.3 Supplemental Update is affected. tvOS before 11.2.6 is affected. watchOS before 4.2.3 is affected. The issue involves the "CoreText" component. It allows remote attackers to cause a denial of service (memory corruption and system crash) or possibly have unspecified other impact via a crafted string containing a certain Telugu character.;
MacOS; CVE-2017-7172; 2018-04-03 02:29:02.703000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11.2 is affected. macOS before 10.13.2 is affected. iCloud before 7.2 on Windows is affected. iTunes before 12.7.2 on Windows is affected. tvOS before 11.2 is affected. watchOS before 4.2 is affected. The issue involves the "CFNetwork Session" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.;
MacOS; CVE-2017-7171; 2018-04-03 02:29:02.640000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11.2 is affected. macOS before 10.13.2 is affected. tvOS before 11.2 is affected. watchOS before 4.2 is affected. The issue involves the "CoreAnimation" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.;
MacOS; CVE-2017-7162; 2017-12-27 12:08:24.547000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11.2 is affected. macOS before 10.13.2 is affected. tvOS before 11.2 is affected. watchOS before 4.2 is affected. The issue involves the "IOKit" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.;
MacOS; CVE-2017-13904; 2018-04-03 02:29:01.187000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11.2 is affected. macOS before 10.13.2 is affected. tvOS before 11.2 is affected. watchOS before 4.2 is affected. The issue involves the "Kernel" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.;
MacOS; CVE-2017-13876; 2017-12-25 16:29:15.060000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11.2 is affected. macOS before 10.13.2 is affected. tvOS before 11.2 is affected. watchOS before 4.2 is affected. The issue involves the "Kernel" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.;
MacOS; CVE-2017-13869; 2017-12-25 16:29:14.823000; NONE; MEDIUM; NETWORK; 4.3;CWE-200;NONE;PARTIAL;NONE;An issue was discovered in certain Apple products. iOS before 11.2 is affected. macOS before 10.13.2 is affected. tvOS before 11.2 is affected. watchOS before 4.2 is affected. The issue involves the "Kernel" component. It allows attackers to bypass intended memory-read restrictions via a crafted app.;
MacOS; CVE-2017-13867; 2017-12-25 16:29:14.513000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11.2 is affected. macOS before 10.13.2 is affected. tvOS before 11.2 is affected. watchOS before 4.2 is affected. The issue involves the "Kernel" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.;
MacOS; CVE-2017-13865; 2017-12-25 16:29:14.263000; NONE; MEDIUM; NETWORK; 4.3;CWE-200;NONE;PARTIAL;NONE;An issue was discovered in certain Apple products. iOS before 11.2 is affected. macOS before 10.13.2 is affected. tvOS before 11.2 is affected. watchOS before 4.2 is affected. The issue involves the "Kernel" component. It allows attackers to bypass intended memory-read restrictions via a crafted app.;
MacOS; CVE-2017-13862; 2017-12-25 16:29:14.167000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11.2 is affected. macOS before 10.13.2 is affected. tvOS before 11.2 is affected. watchOS before 4.2 is affected. The issue involves the "Kernel" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.;
MacOS; CVE-2017-13855; 2017-12-25 16:29:13.950000; NONE; MEDIUM; NETWORK; 4.3;CWE-704;NONE;PARTIAL;NONE;An issue was discovered in certain Apple products. iOS before 11.2 is affected. macOS before 10.13.2 is affected. tvOS before 11.2 is affected. watchOS before 4.2 is affected. The issue involves the "Kernel" component. It allows attackers to bypass intended memory-read restrictions via a crafted app that triggers type confusion.;
MacOS; CVE-2017-13852; 2017-11-12 22:29:02.473000; NONE; MEDIUM; NETWORK; 4.3;CWE-200;NONE;PARTIAL;NONE;An issue was discovered in certain Apple products. iOS before 11.1 is affected. macOS before 10.13.1 is affected. tvOS before 11.1 is affected. watchOS before 4.1 is affected. The issue involves the "Kernel" component. It allows attackers to monitor arbitrary apps via a crafted app that accesses process information at a high rate.;
MacOS; CVE-2017-13804; 2017-11-12 22:29:01.053000; NONE; MEDIUM; NETWORK; 4.3;CWE-20;NONE;NONE;PARTIAL;An issue was discovered in certain Apple products. iOS before 11.1 is affected. macOS before 10.13.1 is affected. tvOS before 11.1 is affected. watchOS before 4.1 is affected. The issue involves the "StreamingZip" component. It allows remote attackers to write to unintended pathnames via a crafted ZIP archive.;
MacOS; CVE-2017-13799; 2017-11-12 22:29:00.863000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11.1 is affected. macOS before 10.13.1 is affected. tvOS before 11.1 is affected. watchOS before 4.1 is affected. The issue involves the "Kernel" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.;
MacOS; CVE-2017-13873; 2018-04-03 02:29:00.827000; NONE; MEDIUM; NETWORK; 4.3;CWE-200;NONE;PARTIAL;NONE;An issue was discovered in certain Apple products. iOS before 11 is affected. macOS before 10.13 is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the "Kernel" component. It allows attackers to obtain sensitive network-activity information about arbitrary apps via a crafted app.;
MacOS; CVE-2017-13854; 2018-04-03 02:29:00.687000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11 is affected. macOS before 10.13 is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the "Kernel" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.;
MacOS; CVE-2017-7130; 2017-10-22 21:29:13.487000; NONE; LOW; NETWORK; 7.5;CWE-119;PARTIAL;PARTIAL;PARTIAL;An issue was discovered in certain Apple products. iOS before 11 is affected. macOS before 10.13 is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the third-party "SQLite" product. Versions before 3.19.3 allow remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact.;
MacOS; CVE-2017-7129; 2017-10-22 21:29:13.457000; NONE; LOW; NETWORK; 7.5;CWE-119;PARTIAL;PARTIAL;PARTIAL;An issue was discovered in certain Apple products. iOS before 11 is affected. macOS before 10.13 is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the third-party "SQLite" product. Versions before 3.19.3 allow remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact.;
MacOS; CVE-2017-7128; 2017-10-22 21:29:13.407000; NONE; LOW; NETWORK; 7.5;CWE-119;PARTIAL;PARTIAL;PARTIAL;An issue was discovered in certain Apple products. iOS before 11 is affected. macOS before 10.13 is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the third-party "SQLite" product. Versions before 3.19.3 allow remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact.;
MacOS; CVE-2017-7127; 2017-10-22 21:29:13.377000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11 is affected. macOS before 10.13 is affected. iCloud before 7.0 on Windows is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the "SQLite" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.;
MacOS; CVE-2017-7114; 2017-10-22 21:29:12.923000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11 is affected. macOS before 10.13 is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the "Kernel" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.;
MacOS; CVE-2017-7086; 2017-10-22 21:29:11.847000; NONE; LOW; NETWORK; 7.8;CWE-399;COMPLETE;NONE;NONE;An issue was discovered in certain Apple products. iOS before 11 is affected. macOS before 10.13 is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the "libc" component. It allows remote attackers to cause a denial of service (resource consumption) via a crafted string that is mishandled by the glob function.;
MacOS; CVE-2017-7083; 2017-10-22 21:29:11.737000; SINGLE_INSTANCE; LOW; NETWORK; 4.0;CWE-20;PARTIAL;NONE;NONE;An issue was discovered in certain Apple products. iOS before 11 is affected. macOS before 10.13 is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the "CFNetwork Proxies" component. It allows remote attackers to cause a denial of service.;
MacOS; CVE-2017-7080; 2017-10-22 21:29:11.627000; NONE; LOW; NETWORK; 5.0;CWE-295;NONE;NONE;PARTIAL;An issue was discovered in certain Apple products. iOS before 11 is affected. macOS before 10.13 is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the "Security" component. It allows remote attackers to bypass intended certificate-trust restrictions via a revoked X.509 certificate.;
MacOS; CVE-2018-4221; 2018-06-08 14:29:01.447000; NONE; LOW; NETWORK; 5.0;CWE-200;NONE;PARTIAL;NONE;An issue was discovered in certain Apple products. iOS before 11.4 is affected. macOS before 10.13.5 is affected. The issue involves the "Security" component. It allows web sites to track users by leveraging the transmission of S/MIME client certificates.;
MacOS; CVE-2018-4225; 2018-06-08 14:29:01.697000; NONE; LOW; LOCAL; 2.1;CWE-20;NONE;NONE;PARTIAL;An issue was discovered in certain Apple products. iOS before 11.4 is affected. macOS before 10.13.5 is affected. iCloud before 7.5 on Windows is affected. iTunes before 12.7.5 on Windows is affected. watchOS before 4.3.1 is affected. The issue involves the "Security" component. It allows local users to bypass intended restrictions on Keychain state modifications.;
MacOS; CVE-2018-4237; 2018-06-08 14:29:02.227000; NONE; MEDIUM; NETWORK; 6.8;CWE-264;PARTIAL;PARTIAL;PARTIAL;An issue was discovered in certain Apple products. iOS before 11.4 is affected. macOS before 10.13.5 is affected. tvOS before 11.4 is affected. watchOS before 4.3.1 is affected. The issue involves the "libxpc" component. It allows attackers to gain privileges via a crafted app that leverages a logic error.;
MacOS; CVE-2019-6230; 2019-03-05 11:29:02.763000; NONE; MEDIUM; NETWORK; 6.8;CWE-399;PARTIAL;PARTIAL;PARTIAL;A memory initialization issue was addressed with improved memory handling. This issue is fixed in iOS 12.1.3,macOS Mojave 10.14.3,tvOS 12.1.2,watchOS 5.1.3. A malicious application may be able to break out of its sandbox.;
MacOS; CVE-2019-6220; 2019-03-05 11:29:01.950000; NONE; MEDIUM; NETWORK; 4.3;CWE-125;NONE;PARTIAL;NONE;An out-of-bounds read was addressed with improved input validation. This issue is fixed in macOS Mojave 10.14.3. An application may be able to read restricted memory.;
MacOS; CVE-2019-6231; 2019-03-05 11:29:02.840000; NONE; MEDIUM; NETWORK; 4.3;CWE-125;NONE;PARTIAL;NONE;An out-of-bounds read was addressed with improved bounds checking. This issue is fixed in iOS 12.1.3, macOS Mojave 10.14.3, tvOS 12.1.2, watchOS 5.1.3. A malicious application may be able to read restricted memory.;
MacOS; CVE-2019-6219; 2019-03-05 11:29:01.870000; NONE; LOW; NETWORK; 5.0;CWE-20;PARTIAL;NONE;NONE;A denial of service issue was addressed with improved validation. This issue is fixed in iOS 12.1.3, macOS Mojave 10.14.3, watchOS 5.1.3. Processing a maliciously crafted message may lead to a denial of service.;
MacOS; CVE-2019-6218; 2019-03-05 11:29:01.793000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved input validation. This issue is fixed in iOS 12.1.3, macOS Mojave 10.14.3, tvOS 12.1.2. A malicious application may be able to execute arbitrary code with kernel privileges.;
MacOS; CVE-2018-4242; 2018-06-08 14:29:02.493000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. macOS before 10.13.5 is affected. The issue involves the "Hypervisor" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.;
MacOS; CVE-2018-4240; 2018-06-08 14:29:02.383000; NONE; MEDIUM; NETWORK; 4.3;CWE-20;PARTIAL;NONE;NONE;An issue was discovered in certain Apple products. iOS before 11.4 is affected. macOS before 10.13.5 is affected. tvOS before 11.4 is affected. watchOS before 4.3.1 is affected. The issue involves the "Messages" component. It allows remote attackers to cause a denial of service via a crafted message.;
MacOS; CVE-2018-4139; 2018-04-03 02:29:06.360000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. macOS before 10.13.4 is affected. The issue involves the "kext tools" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.;
MacOS; CVE-2018-4154; 2018-04-03 02:29:07.017000; NONE; HIGH; NETWORK; 7.6;CWE-264;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11.3 is affected. macOS before 10.13.4 is affected. The issue involves the "Storage" component. A race condition allows attackers to execute arbitrary code in a privileged context via a crafted app.;
